multimodal-generation	멀티모달 생성	Multimodal Generation	generation	periodic
ocr	광학 문자 인식	Optical Character Recognition	ocr-documents	evergreen
document-ai	문서 AI	Document AI	ocr-documents	periodic
document-layout-analysis	문서 레이아웃 분석	Document Layout Analysis	ocr-documents	evergreen
table-recognition	표 인식	Table Recognition	ocr-documents	periodic
handwritten-text-recognition	필기 문자 인식	Handwritten Text Recognition	ocr-documents	evergreen
scene-text-recognition	장면 문자 인식	Scene Text Recognition	ocr-documents	evergreen
document-understanding	문서 이해	Document Understanding	ocr-documents	periodic
document-visual-question-answering	문서 시각 질의응답	Document Visual Question Answering	ocr-documents	periodic
pdf-parsing	PDF 파싱	PDF Parsing	ocr-documents	periodic
visual-document-retrieval	시각 문서 검색	Visual Document Retrieval	ocr-documents	periodic
multimodal-evaluation	멀티모달 평가	Multimodal Evaluation	evaluation-safety	periodic
visual-hallucination	시각 환각	Visual Hallucination	evaluation-safety	periodic
multimodal-jailbreak	멀티모달 탈옥 공격	Multimodal Jailbreak	evaluation-safety	fast-changing
deepfake-detection	딥페이크 탐지	Deepfake Detection	evaluation-safety	fast-changing
content-provenance	콘텐츠 출처 증명	Content Provenance	evaluation-safety	fast-changing
