instruction	지시문	Instruction	prompting-icl	evergreen
zero-shot-prompting	제로샷 프롬프팅	Zero-Shot Prompting	prompting-icl	evergreen
few-shot-prompting	퓨샷 프롬프팅	Few-Shot Prompting	prompting-icl	evergreen
in-context-learning	문맥 내 학습	In-Context Learning	prompting-icl	evergreen
chain-of-thought-prompting	사고 과정 프롬프팅	Chain-of-Thought Prompting	prompting-icl	periodic
self-consistency-decoding	자기일관성 디코딩	Self-Consistency Decoding	prompting-icl	periodic
prompt-template	프롬프트 템플릿	Prompt Template	prompting-icl	evergreen
prompt-engineering	프롬프트 엔지니어링	Prompt Engineering	prompting-icl	periodic
prompt-compression	프롬프트 압축	Prompt Compression	prompting-icl	periodic
prompt-chaining	프롬프트 체이닝	Prompt Chaining	prompting-icl	periodic
role-prompting	역할 프롬프팅	Role Prompting	prompting-icl	evergreen
prompt-delimiter	프롬프트 구분자	Prompt Delimiter	prompting-icl	evergreen
output-constraint	출력 제약	Output Constraint	prompting-icl	evergreen
prompt-sensitivity	프롬프트 민감도	Prompt Sensitivity	prompting-icl	periodic
automatic-prompt-optimization	자동 프롬프트 최적화	Automatic Prompt Optimization	prompting-icl	periodic
retrieval-prompt	검색 결합 프롬프트	Retrieval Prompt	prompting-icl	periodic
demonstration-example	시범 예시	Demonstration Example	prompting-icl	evergreen
context-window	컨텍스트 윈도우	Context Window	context-memory	periodic
context-length	문맥 길이	Context Length	context-memory	periodic
context-engineering	컨텍스트 엔지니어링	Context Engineering	context-memory	fast-changing
conversation-context	대화 문맥	Conversation Context	context-memory	evergreen
context-truncation	문맥 절단	Context Truncation	context-memory	evergreen
sliding-context-window	슬라이딩 컨텍스트 윈도우	Sliding Context Window	context-memory	periodic
memory-token	메모리 토큰	Memory Token	context-memory	periodic
external-language-model-memory	언어 모델 외부 메모리	External Language Model Memory	context-memory	periodic
recurrent-language-model-memory	순환형 언어 모델 메모리	Recurrent Language Model Memory	context-memory	periodic
context-caching	컨텍스트 캐싱	Context Caching	context-memory	periodic
prompt-caching	프롬프트 캐싱	Prompt Caching	context-memory	periodic
lost-in-the-middle	중간 정보 손실 현상	Lost in the Middle	context-memory	periodic
context-utilization	문맥 활용률	Context Utilization	context-memory	periodic
context-contamination	문맥 오염	Context Contamination	context-memory	periodic
context-budget	문맥 예산	Context Budget	context-memory	periodic
instruction-following	지시 이행	Instruction Following	model-properties	periodic
reasoning-capability	추론 능력	Reasoning Capability	model-properties	fast-changing
multilingual-capability	다국어 능력	Multilingual Capability	model-properties	periodic
code-generation	코드 생성	Code Generation	model-properties	periodic
steerability	조향 가능성	Steerability	model-properties	periodic
controllability	제어 가능성	Controllability	model-properties	periodic
model-knowledge	모델 지식	Model Knowledge	model-properties	periodic
knowledge-cutoff	지식 기준 시점	Knowledge Cutoff	model-properties	fast-changing
world-model	세계 모델	World Model	model-properties	periodic
latent-knowledge	잠재 지식	Latent Knowledge	model-properties	periodic
model-memorization	모델 암기	Model Memorization	model-properties	periodic
in-context-generalization	문맥 내 일반화	In-Context Generalization	model-properties	periodic
out-of-context-reasoning	문맥 밖 추론	Out-of-Context Reasoning	model-properties	periodic
sycophancy	아첨 현상	Sycophancy	model-properties	periodic
response-verbosity	응답 장황성	Response Verbosity	model-properties	periodic
style-transfer	문체 변환	Style Transfer	model-properties	evergreen
model-collapse	모델 붕괴	Model Collapse	model-properties	periodic
token-efficiency	토큰 효율	Token Efficiency	model-properties	periodic
language-model-confidence	언어 모델 신뢰도	Language Model Confidence	model-properties	periodic
latent-reasoning	잠재 추론	Latent Reasoning	model-properties	fast-changing
