best-of-n-sampling	Best-of-N 표본추출	Best-of-N Sampling	preference-posttraining	periodic
online-preference-learning	온라인 선호 학습	Online Preference Learning	preference-posttraining	periodic
offline-preference-learning	오프라인 선호 학습	Offline Preference Learning	preference-posttraining	periodic
constitutional-ai	헌법적 AI	Constitutional AI	preference-posttraining	periodic
process-reward-model	과정 보상 모델	Process Reward Model	preference-posttraining	fast-changing
outcome-reward-model	결과 보상 모델	Outcome Reward Model	preference-posttraining	periodic
reward-hacking	보상 해킹	Reward Hacking	preference-posttraining	evergreen
lora	LoRA	Low-Rank Adaptation	peft-compression	evergreen
peft	파라미터 효율적 미세조정	Parameter-Efficient Fine-Tuning	peft-compression	evergreen
quantization	양자화	Quantization	peft-compression	periodic
knowledge-distillation	지식 증류	Knowledge Distillation	peft-compression	evergreen
adapter-layer	어댑터 층	Adapter Layer	peft-compression	evergreen
prefix-tuning	프리픽스 튜닝	Prefix Tuning	peft-compression	evergreen
prompt-tuning	프롬프트 튜닝	Prompt Tuning	peft-compression	evergreen
ia3	IA3	Infused Adapter by Inhibiting and Amplifying Inner Activations	peft-compression	evergreen
qlora	QLoRA	Quantized Low-Rank Adaptation	peft-compression	periodic
dora	DoRA	Weight-Decomposed Low-Rank Adaptation	peft-compression	periodic
model-pruning	모델 가지치기	Model Pruning	peft-compression	evergreen
model-sparsity	모델 희소성	Model Sparsity	peft-compression	evergreen
model-merging	모델 병합	Model Merging	peft-compression	periodic
task-vector	과제 벡터	Task Vector	peft-compression	periodic
quantization-aware-training	양자화 인식 학습	Quantization-Aware Training	peft-compression	evergreen
data-parallelism	데이터 병렬화	Data Parallelism	distributed-training	evergreen
model-parallelism	모델 병렬화	Model Parallelism	distributed-training	evergreen
tensor-parallelism	텐서 병렬화	Tensor Parallelism	distributed-training	periodic
pipeline-parallelism	파이프라인 병렬화	Pipeline Parallelism	distributed-training	periodic
expert-parallelism	전문가 병렬화	Expert Parallelism	distributed-training	periodic
fully-sharded-data-parallel	완전 샤딩 데이터 병렬화	Fully Sharded Data Parallel	distributed-training	periodic
zero-redundancy-optimizer	ZeRO 옵티마이저	Zero Redundancy Optimizer	distributed-training	periodic
gradient-checkpointing	그래디언트 체크포인팅	Gradient Checkpointing	distributed-training	evergreen
all-reduce	All-Reduce	All-Reduce	distributed-training	evergreen
distributed-optimizer	분산 옵티마이저	Distributed Optimizer	distributed-training	periodic
dataset-license	데이터셋 라이선스	Dataset License	data-governance	periodic
training-data-consent	학습 데이터 동의	Training Data Consent	data-governance	periodic
training-data-copyright	학습 데이터 저작권	Training Data Copyright	data-governance	fast-changing
privacy-preserving-training	개인정보 보호 학습	Privacy-Preserving Training	data-governance	periodic
federated-learning	연합학습	Federated Learning	data-governance	periodic
differentially-private-training	차등 개인정보 보호 학습	Differentially Private Training	data-governance	periodic
machine-unlearning	머신 언러닝	Machine Unlearning	data-governance	fast-changing
data-documentation	데이터 문서화	Data Documentation	data-governance	evergreen
training-reproducibility	학습 재현성	Training Reproducibility	data-governance	periodic
training-audit-log	학습 감사 로그	Training Audit Log	data-governance	periodic
