newtons-method	뉴턴 방법	Newton's Method	calculus-optimization	evergreen
quasi-newton-method	준뉴턴 방법	Quasi-Newton Method	calculus-optimization	evergreen
saddle-point	안장점	Saddle Point	calculus-optimization	evergreen
local-global-optimum	국소 최적점과 전역 최적점	Local and Global Optimum	calculus-optimization	evergreen
probability	확률	Probability	probability-statistics	evergreen
probability-distribution	확률분포	Probability Distribution	probability-statistics	evergreen
conditional-probability	조건부확률	Conditional Probability	probability-statistics	evergreen
random-variable	확률변수	Random Variable	probability-statistics	evergreen
joint-probability-distribution	결합확률분포	Joint Probability Distribution	probability-statistics	evergreen
marginal-probability	주변확률	Marginal Probability	probability-statistics	evergreen
bayes-theorem	베이즈 정리	Bayes' Theorem	probability-statistics	evergreen
expected-value	기댓값	Expected Value	probability-statistics	evergreen
variance	분산	Variance	probability-statistics	evergreen
covariance	공분산	Covariance	probability-statistics	evergreen
correlation	상관관계	Correlation	probability-statistics	evergreen
law-of-large-numbers	큰 수의 법칙	Law of Large Numbers	probability-statistics	evergreen
central-limit-theorem	중심극한정리	Central Limit Theorem	probability-statistics	evergreen
statistical-sampling	통계적 표본추출	Statistical Sampling	probability-statistics	evergreen
statistical-estimator	통계적 추정량	Statistical Estimator	probability-statistics	evergreen
statistical-bias	통계적 편향	Statistical Bias	probability-statistics	evergreen
confidence-interval	신뢰구간	Confidence Interval	probability-statistics	evergreen
hypothesis-testing	가설검정	Hypothesis Testing	probability-statistics	evergreen
p-value	P값	P-Value	probability-statistics	evergreen
likelihood	우도	Likelihood	probability-statistics	evergreen
maximum-likelihood-estimation	최대우도추정	Maximum Likelihood Estimation	probability-statistics	evergreen
posterior-probability	사후확률	Posterior Probability	probability-statistics	evergreen
prior-probability	사전확률	Prior Probability	probability-statistics	evergreen
bootstrap-method	부트스트랩 방법	Bootstrap Method	probability-statistics	evergreen
markov-chain	마르코프 연쇄	Markov Chain	probability-statistics	evergreen
entropy	엔트로피	Entropy	information-theory	evergreen
cross-entropy	교차 엔트로피	Cross-Entropy	information-theory	evergreen
kullback-leibler-divergence	쿨백-라이블러 발산	Kullback-Leibler Divergence	information-theory	evergreen
mutual-information	상호정보량	Mutual Information	information-theory	evergreen
conditional-entropy	조건부 엔트로피	Conditional Entropy	information-theory	evergreen
joint-entropy	결합 엔트로피	Joint Entropy	information-theory	evergreen
perplexity	퍼플렉서티	Perplexity	information-theory	evergreen
information-gain	정보 이득	Information Gain	information-theory	evergreen
coding-theory	부호 이론	Coding Theory	information-theory	evergreen
source-coding	소스 부호화	Source Coding	information-theory	evergreen
channel-capacity	채널 용량	Channel Capacity	information-theory	evergreen
data-processing-inequality	데이터 처리 부등식	Data Processing Inequality	information-theory	evergreen
jensen-shannon-divergence	젠슨-섀넌 발산	Jensen-Shannon Divergence	information-theory	evergreen
f-divergence	F-발산	F-Divergence	information-theory	evergreen
rate-distortion-theory	율-왜곡 이론	Rate-Distortion Theory	information-theory	evergreen
floating-point-arithmetic	부동소수점 연산	Floating-Point Arithmetic	numerical-methods	evergreen
numerical-stability	수치 안정성	Numerical Stability	numerical-methods	evergreen
overflow-underflow	오버플로와 언더플로	Overflow and Underflow	numerical-methods	evergreen
condition-number	조건수	Condition Number	numerical-methods	evergreen
numerical-precision	수치 정밀도	Numerical Precision	numerical-methods	evergreen
finite-difference-method	유한차분법	Finite Difference Method	numerical-methods	evergreen
automatic-differentiation	자동 미분	Automatic Differentiation	numerical-methods	evergreen
monte-carlo-method	몬테카를로 방법	Monte Carlo Method	numerical-methods	evergreen
numerical-integration	수치 적분	Numerical Integration	numerical-methods	evergreen
approximation-error	근사 오차	Approximation Error	numerical-methods	evergreen
cosine-similarity	코사인 유사도	Cosine Similarity	geometry-similarity	evergreen
euclidean-distance	유클리드 거리	Euclidean Distance	geometry-similarity	evergreen
manhattan-distance	맨해튼 거리	Manhattan Distance	geometry-similarity	evergreen
mahalanobis-distance	마할라노비스 거리	Mahalanobis Distance	geometry-similarity	evergreen
metric-space	거리 공간	Metric Space	geometry-similarity	evergreen
kernel-function	커널 함수	Kernel Function	geometry-similarity	evergreen
kernel-trick	커널 트릭	Kernel Trick	geometry-similarity	evergreen
high-dimensional-geometry	고차원 기하학	High-Dimensional Geometry	geometry-similarity	evergreen
curse-of-dimensionality	차원의 저주	Curse of Dimensionality	geometry-similarity	evergreen
concentration-of-measure	측도 집중	Concentration of Measure	geometry-similarity	evergreen
