gradient-norm	그래디언트 노름	Gradient Norm	training-diagnostics	evergreen
loss-landscape	손실 지형	Loss Landscape	training-diagnostics	evergreen
dead-neuron	죽은 뉴런	Dead Neuron	training-diagnostics	evergreen
mode-collapse	모드 붕괴	Mode Collapse	training-diagnostics	evergreen
training-convergence	학습 수렴	Training Convergence	training-diagnostics	evergreen
saliency-map	현저성 지도	Saliency Map	interpretability	evergreen
feature-visualization	특성 시각화	Feature Visualization	interpretability	evergreen
activation-maximization	활성화 최대화	Activation Maximization	interpretability	evergreen
integrated-gradients	통합 그래디언트	Integrated Gradients	interpretability	evergreen
layer-wise-relevance-propagation	계층별 관련성 전파	Layer-Wise Relevance Propagation	interpretability	evergreen
shapley-additive-explanations	SHAP 설명	SHapley Additive exPlanations	interpretability	evergreen
local-interpretable-model-agnostic-explanations	LIME 설명	Local Interpretable Model-Agnostic Explanations	interpretability	evergreen
concept-activation-vector	개념 활성화 벡터	Concept Activation Vector	interpretability	evergreen
probing-classifier	프로빙 분류기	Probing Classifier	interpretability	evergreen
mechanistic-interpretability	기계론적 해석 가능성	Mechanistic Interpretability	interpretability	periodic
