sinusoidal-position-encoding	사인파 위치 인코딩	Sinusoidal Position Encoding	position-long-context	evergreen
learned-position-embedding	학습형 위치 임베딩	Learned Position Embedding	position-long-context	evergreen
position-interpolation	위치 보간	Position Interpolation	position-long-context	periodic
context-length-extension	문맥 길이 확장	Context Length Extension	position-long-context	periodic
long-context-transformer	장문맥 트랜스포머	Long-Context Transformer	position-long-context	periodic
segment-embedding	세그먼트 임베딩	Segment Embedding	position-long-context	evergreen
position-id	위치 ID	Position ID	position-long-context	evergreen
ntk-aware-scaling	NTK 인식 스케일링	NTK-Aware Scaling	position-long-context	periodic
yarn-scaling	YaRN 스케일링	YaRN Scaling	position-long-context	periodic
length-extrapolation	길이 외삽	Length Extrapolation	position-long-context	periodic
flash-attention	플래시 어텐션	FlashAttention	efficiency	periodic
memory-efficient-attention	메모리 효율적 어텐션	Memory-Efficient Attention	efficiency	periodic
attention-complexity	어텐션 계산 복잡도	Attention Complexity	efficiency	evergreen
chunked-attention	청크 어텐션	Chunked Attention	efficiency	periodic
paged-attention	페이지드 어텐션	PagedAttention	efficiency	periodic
block-sparse-attention	블록 희소 어텐션	Block-Sparse Attention	efficiency	evergreen
low-rank-attention	저랭크 어텐션	Low-Rank Attention	efficiency	periodic
kernelized-attention	커널화 어텐션	Kernelized Attention	efficiency	evergreen
attention-sink	어텐션 싱크	Attention Sink	efficiency	periodic
key-value-compression	키·값 압축	Key-Value Compression	efficiency	periodic
head-pruning	어텐션 헤드 가지치기	Attention Head Pruning	efficiency	evergreen
layer-dropping	레이어 드로핑	Layer Dropping	efficiency	evergreen
early-exit-transformer	조기 종료 트랜스포머	Early-Exit Transformer	efficiency	periodic
speculative-transformer-block	추측형 트랜스포머 블록	Speculative Transformer Block	efficiency	periodic
fused-transformer-kernel	융합 트랜스포머 커널	Fused Transformer Kernel	efficiency	periodic
universal-transformer	유니버설 트랜스포머	Universal Transformer	variants	evergreen
adaptive-computation-time-transformer	적응형 계산 시간 트랜스포머	Adaptive Computation Time Transformer	variants	evergreen
conformer-architecture	Conformer 아키텍처	Conformer Architecture	variants	evergreen
vision-transformer	비전 트랜스포머	Vision Transformer	variants	evergreen
graph-transformer	그래프 트랜스포머	Graph Transformer	variants	evergreen
sparse-transformer	희소 트랜스포머	Sparse Transformer	variants	evergreen
state-space-transformer-hybrid	상태 공간-트랜스포머 하이브리드	State Space-Transformer Hybrid	variants	periodic
diffusion-transformer	확산 트랜스포머	Diffusion Transformer	variants	periodic
multimodal-transformer	멀티모달 트랜스포머	Multimodal Transformer	variants	periodic
mixture-of-depths	깊이 혼합	Mixture of Depths	variants	periodic
