containerized-model	컨테이너화 모델	Containerized Model	deployment-platforms	periodic
kubernetes-for-ai	AI용 쿠버네티스	Kubernetes for AI	deployment-platforms	periodic
model-serving-platform	모델 서빙 플랫폼	Model Serving Platform	deployment-platforms	fast-changing
managed-inference-platform	관리형 추론 플랫폼	Managed Inference Platform	deployment-platforms	fast-changing
edge-model-deployment	엣지 모델 배포	Edge Model Deployment	deployment-platforms	periodic
mobile-model-deployment	모바일 모델 배포	Mobile Model Deployment	deployment-platforms	periodic
model-monitoring-platform	모델 모니터링 플랫폼	Model Monitoring Platform	deployment-platforms	periodic
mlcommons	MLCommons	MLCommons	standards-organizations	periodic
open-neural-network-exchange	개방형 신경망 교환 형식	Open Neural Network Exchange	standards-organizations	periodic
nist-ai-program	NIST AI 프로그램	NIST AI Program	standards-organizations	periodic
iso-iec-jtc1-sc42	ISO/IEC JTC 1/SC 42	ISO/IEC JTC 1/SC 42	standards-organizations	periodic
ieee-ai-standards	IEEE AI 표준	IEEE AI Standards	standards-organizations	periodic
oecd-ai-principles	OECD AI 원칙	OECD AI Principles	standards-organizations	periodic
partnership-on-ai	Partnership on AI	Partnership on AI	standards-organizations	periodic
linux-foundation-ai-data	Linux Foundation AI & Data	Linux Foundation AI & Data	standards-organizations	periodic
w3c-web-machine-learning	W3C 웹 머신러닝	W3C Web Machine Learning	standards-organizations	periodic
ai-interoperability-standard	AI 상호운용성 표준	AI Interoperability Standard	standards-organizations	fast-changing
compute-cost	계산 비용	Compute Cost	economics-sustainability	fast-changing
training-cost	학습 비용	Training Cost	economics-sustainability	fast-changing
inference-economics	추론 경제성	Inference Economics	economics-sustainability	fast-changing
ai-supply-chain	AI 공급망	AI Supply Chain	economics-sustainability	fast-changing
ai-chip-availability	AI 칩 가용성	AI Chip Availability	economics-sustainability	fast-changing
ai-energy-consumption	AI 에너지 소비	AI Energy Consumption	economics-sustainability	fast-changing
ai-carbon-footprint	AI 탄소 발자국	AI Carbon Footprint	economics-sustainability	periodic
ai-water-footprint	AI 물 발자국	AI Water Footprint	economics-sustainability	periodic
total-cost-of-ownership-for-ai	AI 총소유비용	Total Cost of Ownership for AI	economics-sustainability	fast-changing
model-commoditization	모델 범용재화화	Model Commoditization	economics-sustainability	fast-changing
