evaluation-rubric	평가 루브릭	Evaluation Rubric	human-evaluation	evergreen
data-annotation	데이터 주석	Data Annotation	human-evaluation	evergreen
annotator-agreement	주석자 합의도	Annotator Agreement	human-evaluation	evergreen
inter-rater-reliability	평가자 간 신뢰도	Inter-Rater Reliability	human-evaluation	evergreen
likert-scale	리커트 척도	Likert Scale	human-evaluation	evergreen
pairwise-comparison	쌍대 비교	Pairwise Comparison	human-evaluation	evergreen
blind-evaluation	맹검 평가	Blind Evaluation	human-evaluation	evergreen
expert-evaluation	전문가 평가	Expert Evaluation	human-evaluation	evergreen
crowdsourced-evaluation	크라우드소싱 평가	Crowdsourced Evaluation	human-evaluation	periodic
evaluation-sampling	평가 표본추출	Evaluation Sampling	human-evaluation	evergreen
annotation-adjudication	주석 판정	Annotation Adjudication	human-evaluation	evergreen
annotator-fatigue	주석자 피로	Annotator Fatigue	human-evaluation	evergreen
annotator-bias	주석자 편향	Annotator Bias	human-evaluation	evergreen
qualitative-evaluation	정성 평가	Qualitative Evaluation	human-evaluation	evergreen
llm-as-a-judge	LLM 심사자	LLM as a Judge	llm-judge	periodic
automatic-rater	자동 평가자	Automatic Rater	llm-judge	periodic
judge-model	심사 모델	Judge Model	llm-judge	periodic
reference-based-evaluation	참조 기반 평가	Reference-Based Evaluation	llm-judge	evergreen
reference-free-evaluation	참조 없는 평가	Reference-Free Evaluation	llm-judge	periodic
rubric-based-judge	루브릭 기반 심사	Rubric-Based Judge	llm-judge	periodic
pairwise-llm-judge	쌍대 LLM 심사	Pairwise LLM Judge	llm-judge	periodic
pointwise-llm-judge	개별 LLM 심사	Pointwise LLM Judge	llm-judge	periodic
judge-calibration	심사 모델 보정	Judge Calibration	llm-judge	periodic
position-bias-in-judging	심사 위치 편향	Position Bias in Judging	llm-judge	periodic
verbosity-bias	장황성 편향	Verbosity Bias	llm-judge	periodic
self-preference-bias	자기 선호 편향	Self-Preference Bias	llm-judge	periodic
judge-agreement	심사 모델 합의도	Judge Agreement	llm-judge	periodic
judge-ensemble	심사 모델 앙상블	Judge Ensemble	llm-judge	periodic
judge-meta-evaluation	심사 모델 메타평가	Judge Meta-Evaluation	llm-judge	periodic
rag-evaluation	RAG 평가	RAG Evaluation	rag-agent-evaluation	periodic
retrieval-evaluation	검색 평가	Retrieval Evaluation	rag-agent-evaluation	evergreen
generation-evaluation	생성 평가	Generation Evaluation	rag-agent-evaluation	periodic
faithfulness	충실성	Faithfulness	rag-agent-evaluation	periodic
answer-relevance	답변 관련성	Answer Relevance	rag-agent-evaluation	periodic
context-relevance	문맥 관련성	Context Relevance	rag-agent-evaluation	periodic
citation-correctness	인용 정확성	Citation Correctness	rag-agent-evaluation	periodic
groundedness	근거 충실도	Groundedness	rag-agent-evaluation	periodic
agent-evaluation	에이전트 평가	Agent Evaluation	rag-agent-evaluation	periodic
tool-use-evaluation	도구 사용 평가	Tool-Use Evaluation	rag-agent-evaluation	periodic
planning-evaluation	계획 평가	Planning Evaluation	rag-agent-evaluation	periodic
end-to-end-success-rate	종단간 성공률	End-to-End Success Rate	rag-agent-evaluation	periodic
task-completion-rate	과제 완료율	Task Completion Rate	rag-agent-evaluation	periodic
simulation-based-evaluation	시뮬레이션 기반 평가	Simulation-Based Evaluation	rag-agent-evaluation	periodic
regression-evaluation	회귀 테스트형 평가	Regression Evaluation	rag-agent-evaluation	periodic
observability	관측성	Observability	observability	periodic
tracing	추적	Tracing	observability	periodic
model-telemetry	모델 텔레메트리	Model Telemetry	observability	periodic
prompt-trace	프롬프트 추적	Prompt Trace	observability	periodic
token-usage-monitoring	토큰 사용량 모니터링	Token Usage Monitoring	observability	fast-changing
latency-monitoring	지연 시간 모니터링	Latency Monitoring	observability	evergreen
cost-monitoring	비용 모니터링	Cost Monitoring	observability	fast-changing
model-drift-monitoring	모델 드리프트 모니터링	Model Drift Monitoring	observability	periodic
user-feedback-collection	사용자 피드백 수집	User Feedback Collection	observability	evergreen
production-evaluation	프로덕션 평가	Production Evaluation	observability	periodic
statistical-significance	통계적 유의성	Statistical Significance	statistics-reproducibility	evergreen
evaluation-uncertainty	평가 불확실성	Evaluation Uncertainty	statistics-reproducibility	evergreen
bootstrap-confidence-interval	부트스트랩 신뢰구간	Bootstrap Confidence Interval	statistics-reproducibility	evergreen
effect-size	효과 크기	Effect Size	statistics-reproducibility	evergreen
reproducible-evaluation	재현 가능한 평가	Reproducible Evaluation	statistics-reproducibility	periodic
