autoencoder	오토인코더	Autoencoder	representation-learning	evergreen
sparse-coding	희소 부호화	Sparse Coding	representation-learning	evergreen
dimensionality-reduction	차원 축소	Dimensionality Reduction	representation-learning	evergreen
probabilistic-model	확률 모델	Probabilistic Model	probabilistic-ai	evergreen
generative-discriminative-model	생성 모델과 판별 모델	Generative and Discriminative Models	probabilistic-ai	evergreen
bayesian-learning	베이즈 학습	Bayesian Learning	probabilistic-ai	evergreen
maximum-a-posteriori-estimation	최대 사후 확률 추정	Maximum A Posteriori Estimation	probabilistic-ai	evergreen
probabilistic-graphical-model	확률 그래프 모델	Probabilistic Graphical Model	probabilistic-ai	evergreen
bayesian-network	베이즈 네트워크	Bayesian Network	probabilistic-ai	evergreen
markov-random-field	마르코프 확률장	Markov Random Field	probabilistic-ai	evergreen
hidden-markov-model	은닉 마르코프 모델	Hidden Markov Model	probabilistic-ai	evergreen
gaussian-process	가우스 과정	Gaussian Process	probabilistic-ai	evergreen
uncertainty-quantification	불확실성 정량화	Uncertainty Quantification	probabilistic-ai	periodic
ai-system	인공지능 시스템	AI System	applications-limits	evergreen
machine-learning-pipeline	머신러닝 파이프라인	Machine Learning Pipeline	applications-limits	evergreen
prediction	예측	Prediction	applications-limits	evergreen
decision-making-system	의사결정 시스템	Decision-Making System	applications-limits	evergreen
recommendation-system	추천 시스템	Recommendation System	applications-limits	evergreen
distribution-shift	분포 이동	Distribution Shift	applications-limits	evergreen
out-of-distribution-data	분포 외 데이터	Out-of-Distribution Data	applications-limits	evergreen
underfitting	과소적합	Underfitting	applications-limits	evergreen
overfitting	과적합	Overfitting	applications-limits	evergreen
bias-variance-tradeoff	편향-분산 절충	Bias-Variance Tradeoff	applications-limits	evergreen
no-free-lunch-theorem	공짜 점심 없음 정리	No Free Lunch Theorem (NFTL)	applications-limits	evergreen
narrow-ai	약인공지능	Narrow Artificial Intelligence	applications-limits	evergreen
artificial-general-intelligence	범용 인공지능	Artificial General Intelligence	applications-limits	fast-changing
turing-test	튜링 테스트	Turing Test	applications-limits	evergreen
ai-lifecycle	인공지능 생명주기	AI Lifecycle	applications-limits	periodic
